epoch,train_loss,validation_MAE,validation_RMSE,validation_sMAPE,elapsed_seconds
1,0.2108262915002263,160.81960698908026,253.86505201734664,50.33633071387312,0.23650700398138724
2,0.10058228007477263,148.55809377034504,269.2760060137365,43.32489225361376,0.28826696099713445
3,0.08694672649321349,137.59202265883937,241.23032822668117,42.01995462931849,1.060734598984709
4,0.08364388524838116,134.72176083651456,235.27591060241045,41.347182616094514,3.0642877359932754
5,0.0865908303986425,133.9251479177764,234.46476406904372,41.15287076217376,5.075105876981979
6,0.08497432769154725,134.57117166230174,240.15066313439488,40.35137772741061,7.078230569983134
7,0.08147367656878803,133.20954534357244,234.5177773170012,40.54636569581328,9.090164809982525
8,0.07942734666816566,123.8051195086855,220.88218474406597,39.47611432558337,11.09729426598642
9,0.0827772184882475,137.69583485921223,246.0081627513399,41.37881292486987,13.10056923198863
10,0.07357072182323622,132.8047758622603,234.5521324222278,40.30604998308353,15.106615684984718
11,0.07575907363839772,133.3823670358369,237.08083503410776,40.04031347001098,17.115045683982316
12,0.07117117771311947,128.49720921371923,223.72135110595616,40.31941555968055,19.121046730986563
13,0.07242218988097232,121.25323324492483,215.75519391371523,38.247110095952124,21.133588785975007
14,0.07450842023219752,131.0817392060251,229.2779960762627,40.61962591359044,23.14222706897999
15,0.07011739520922951,129.6548218235825,224.57899899960458,40.4645571194925,25.157919208984822
16,0.0743713696365771,124.02844427860144,219.63885162286735,39.49532933598262,27.16921544499928
17,0.06869884799032108,131.15101396965258,229.49402752740423,39.76914540245608,29.181206416978966
18,0.07070666988906653,129.7609090169271,228.57556067512274,39.52879037994479,31.19248980897828
19,0.065347319063933,124.66126810709635,221.6314617023019,39.10046954867551,33.20570814597886
20,0.06481608594565288,122.62594900420218,216.13838833394428,38.728213391261626,35.217859339987626
21,0.06940966042811456,118.14907342159387,212.25297893004736,38.553617080425255,37.2291163939808
22,0.069364492174076,127.13672351259174,223.0784332508784,39.13991258586253,39.23770697999862
23,0.06766808891425961,117.28865633877841,212.88905561969497,38.31857765828469,41.24424217897467
24,0.06622799218672773,121.8644247344046,218.42291418759234,38.86170838911266,43.258254669985035
25,0.06458171578529089,125.96819832541726,222.25567958336123,39.94218724505947,45.27082214699476
26,0.06456017947715262,129.44760557232482,230.06641570614462,39.46038626889727,47.27362297999207
27,0.06155407849861228,122.62229970296224,216.59958912350623,38.9632113930143,49.276885952975135
28,0.062083197919570884,112.78341656309186,211.11920449455477,37.425085102781196,51.28712637198623
29,0.06835676762072937,124.59555271033085,222.39753214784176,39.391094476316425,53.30045562097803
30,0.06239105194159176,122.18040008544922,224.103157751531,37.964606860187644,55.31337708697538
31,0.06369555530988652,125.07862211285216,223.94692196927554,38.80836020009008,57.31912176197511
32,0.06092048744144647,120.32481028238932,217.4569488216267,38.023134203841366,59.3206707489735
33,0.05725710126368896,120.92007746840969,217.06043919358027,38.769373804743395,61.33165002698661
34,0.0619599188313536,121.92593799937855,219.18191060297346,37.98608805759206,63.34462133600027
35,0.057747379350273506,124.46685226902817,222.7101730972972,39.0016680111494,65.35217866799212
36,0.05965546332299709,124.3461211233428,222.16048980998207,38.18610682652685,67.3616992069874
37,0.05692968108569798,126.26849069306344,223.59338080167342,38.91462200783085,69.36670474897255
38,0.05777746868198332,116.0875600641424,211.89173944723512,37.86270559106921,71.37862911497359
39,0.06052845732673355,114.35640480735086,210.19342961799381,37.10418508848885,73.3896705909865
40,0.06331172990410225,131.57942870168975,231.45075970538502,39.727760372622754,75.39577764997375
41,0.06339565077391655,120.89703900886305,215.85139501771596,38.087225598077964,77.40393931599101
42,0.06036820392245832,120.64197272098426,218.700722089129,38.50207606358906,79.41427379800007
43,0.0547541591298321,119.21843645500414,216.04143643016337,37.7243328278463,81.42492255198886
44,0.05889832876298739,112.56385276100852,209.36385281497124,37.54586754430209,83.44058897797368
45,0.054751724652622055,113.32736525102095,211.2190957887939,37.32588631636117,85.4488216030004
46,0.05829592178697172,122.77164177172112,221.99658690760808,38.00164146348942,87.45699586099363
47,0.057800141122678055,114.0544448852539,211.48480536991136,37.253785045341445,89.46668894198956
48,0.055433574901974716,117.0854140772964,215.70574703048158,37.304139891121864,91.47329608499422
49,0.05541580563168163,116.52436763879025,214.90519782702688,37.29012353618179,93.48649099998875
50,0.054084966202145035,117.7155548095703,216.51516436434977,38.3776214822558,95.49972489199718
51,0.05253125322253808,131.05272743918678,232.51381529340753,39.25757398060954,97.50886678698589
52,0.05661062353655048,125.80632402824634,226.4736461510254,38.674403161877635,99.52164738698048
53,0.05392842958478824,122.67057643081202,218.83042440372603,38.25285710700322,101.5261741859722
54,0.05533283130954141,139.3154625632546,242.49741998666045,40.443319894542874,103.53925441697356
55,0.05617911275476217,113.43800612940933,209.73308313026368,36.520148585380255,105.54947400797391
56,0.05284479681564414,116.5292289502693,215.39437935874454,37.53021422945084,107.56144543399569
57,0.054306969734961574,112.16198050759056,213.07650143839277,36.93495522988067,109.5702824809996
58,0.053339646845732044,127.50107833399917,227.48126448274888,39.707615369094285,111.57605770899681
59,0.05063499623666639,117.2370097767223,216.27242186423587,37.41485674310385,113.58722470499924
60,0.05115381320533545,124.50568588719223,223.13832123070122,38.620174067326396,115.59468821497285
61,0.05096257397014162,126.53011904629794,229.91299007503997,38.922730890849536,117.60570540998015
62,0.05487348430830499,125.6659310543176,226.3881695351714,38.115953418677364,119.60785689999466
63,0.056779085172583225,126.2644498420484,226.72022070661882,38.990478802758965,121.617217772
64,0.052963530563789864,114.58197974002722,212.4782395173989,38.21161095824166,123.63280738299363
65,0.05530562097935573,113.22570264411695,212.1571224351576,38.17196188654564,125.64148768997984
66,0.05475493793821205,111.6076568141128,208.11231104804523,36.898228076205385,127.64562211697921
67,0.05661548536432826,116.54741714939927,212.30546558091993,37.76670210767086,129.65511264599627
68,0.050439063540619354,110.56800218061967,208.08860731661258,36.72779503123037,131.66093167997315
69,0.05200147037596806,117.37617011792732,217.00072148572602,37.796630397057164,133.6698375119886
70,0.05226423781689094,129.0228955817945,226.72762299144514,39.08290306212255,135.68249490798917
71,0.054361720609924065,116.5206479621656,214.1295088123191,37.10453709548694,137.69335703199613
72,0.053065756416839104,119.91551624644886,219.6028980690757,37.87349345687483,139.70165694397292
73,0.049821666239396385,126.93186987674598,225.4666803705503,39.12915807841133,141.7168720039772
74,0.051356355619171394,124.82169360536517,224.95815907904836,38.71699792168052,143.72685505799018
75,0.0506783508412216,115.5811860518022,216.53438060205704,37.613922258534636,145.73862256397842
76,0.05187263461234777,125.8164267800071,229.53515916000893,39.484791870250646,147.74551367998356
77,0.050597248234502644,134.40071771795098,236.37984148228668,40.022897004939495,149.7553266149771
78,0.05161745959649915,131.01146545410157,235.8041885714379,39.03090357080214,151.76756273198407
79,0.050862468738594784,132.6888553503788,233.3847052273819,39.96682933969772,153.77717177500017
80,0.049702289392766746,128.16029496626422,230.18889100987386,38.76008153011491,155.78867076797178
81,0.05163602360888668,122.5445015184807,225.23492151695152,38.51148411224451,157.797620102996
82,0.047326804341181465,116.5188887162642,212.50150379909698,38.264009299657594,159.8092507830006
83,0.04706451037655706,120.17041968143347,221.47679488779306,38.702717788447536,161.81798981298925
84,0.048836348578333855,125.58755742853339,225.68053072912505,38.42021754427668,163.82855872198706
85,0.04764944233972093,121.17695488207268,218.76076885140174,39.54795034449186,165.83893074997468
86,0.046137535620642746,120.4509394790187,219.9617381841933,37.99197848981156,167.84877838398097
87,0.04640775445200827,117.04213705351859,213.69762389387205,37.89692886217984,169.8624280379736
88,0.04514688091433566,124.88897848418264,226.49760230369617,38.99758033842135,171.86577264999505
89,0.046666880826587265,114.27515920003255,212.62167454747714,37.52710295844534,173.87683447499876
90,0.0452272751894982,128.4536571155895,229.80620343166615,39.43786531210179,175.88790123999934
91,0.048030963329517326,132.582385300145,235.6278988703122,39.31033412417584,177.89674927698798
92,0.0456821047903403,123.68903734611743,221.74502785235808,38.61988451533547,179.90778084698832
93,0.046038825874743255,114.59497897986209,210.0897660650228,38.42561108644029,181.92037002299912
94,0.05227819481945556,121.94345721620502,221.25980104886648,39.39930648942126,183.92931259897887
95,0.044888373302376786,128.77080286199396,227.80695345398146,39.293923424253,185.94021040998632
96,0.04482755186441152,130.57699076334634,239.14896507006418,39.844197805391524,187.94379823899362
97,0.04767637659350167,125.85780459317294,226.85797420364307,39.07014272908356,189.94874741698732
98,0.04470067313345878,121.90838710900509,223.52995048497587,38.21911583047911,191.95056106499396
99,0.046455868114919766,122.86256931189335,220.0830073884436,39.35543809637087,193.96007704999647
100,0.04508893661524938,126.45471931226325,228.49259932982335,39.535101888792454,195.97195998198004
